"family_id","assembly","family_size","gene_count","gain","loss","gain_loss_count","total_gene_count"
"OG0003680","NT9_v2","1","1","0","0","0","1"
"OG0003680","PU6_v3_fin","1","1","0","0","0","1"
"OG0003680","TE11_v2","1","1","0","0","0","1"
"OG0003680","TE4_v1","1","1","0","0","0","1"
"OG0003680","TE8_v1","1","1","0","0","0","1"
"OG0003680","WS1_v2_s","1","1","0","0","0","1"
"OG0004132","73_3a","5","5","0","0","0","5"
"OG0004132","AL08_v2_f","5","4","0","1","1","4"
"OG0004132","al1_v2_s","5","4","0","1","1","4"
"OG0004132","AL27_v1","5","3","0","2","2","3"
"OG0004132","ALR","5","5","0","0","0","5"
"OG0004132","BAM12_v2","5","5","0","0","0","5"
"OG0004132","BOR_v1","5","4","0","1","1","4"
"OG0004132","F1-14","5","3","0","2","2","3"
"OG0004132","KN003hexa_v0","5","4","0","1","1","4"
"OG0004132","KN005_v1","5","5","0","0","0","5"
"OG0004132","KN006_v1","5","5","0","0","0","5"
"OG0004132","MN47_mabs_v3","5","5","0","0","0","5"
"OG0004132","Nla","5","5","0","0","0","5"
"OG0004132","NT1_v2","5","4","0","1","1","4"
"OG0004132","NT12_v2","5","5","0","0","0","5"
"OG0004132","NT8_v2_fix","5","5","0","0","0","5"
"OG0004132","NT9_v2","5","5","0","0","0","5"
"OG0004132","PU6_v3_fin","5","4","0","1","1","4"
"OG0004132","TE11_v2","5","5","0","0","0","5"
"OG0004132","TE4_v1","5","5","0","0","0","5"
"OG0004132","TE8_v1","5","4","0","1","1","4"
"OG0004132","WS1_v2_s","5","4","0","1","1","4"
"OG0004872","73_3a","5","4","0","1","1","4"
"OG0004872","AL08_v2_f","5","4","0","1","1","4"
"OG0004872","AL27_v1","5","5","0","0","0","5"
"OG0004872","ALR","5","5","0","0","0","5"
"OG0004872","BAM12_v2","5","3","0","2","2","3"
"OG0004872","BOR_v1","5","5","0","0","0","5"
"OG0004872","F1-14","5","4","0","1","1","4"
"OG0004872","KN003hexa_v0","5","5","0","0","0","5"
"OG0004872","KN005_v1","5","4","0","1","1","4"
"OG0004872","KN006_v1","5","5","0","0","0","5"
"OG0004872","MN47_mabs_v3","5","5","0","0","0","5"
"OG0004872","Nla","5","5","0","0","0","5"
"OG0004872","NT1_v2","5","2","1","3","4","3"
"OG0004872","NT12_v2","5","1","0","4","4","1"
"OG0004872","NT8_v2_fix","5","3","0","2","2","3"
"OG0004872","PU6_v3_fin","5","4","0","1","1","4"
"OG0004872","TE11_v2","5","1","0","4","4","1"
"OG0004872","TE8_v1","5","1","0","4","4","1"
"OG0004872","WS1_v2_s","5","3","0","2","2","3"
