"gene","assembly","group","window","repeat_class","n_te_class"
"AL1G66350","NT12_v2","Family","pm50kb","LTR/Ty3",9
"AL1G66350","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G66350","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G66380","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL1G66380","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",8
"AL1G66380","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G66380","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL1G66380","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL1G66380","NT12_v2","Family","pm50kb","LTR/Gypsy",2
"AL1G66380","NT12_v2","Family","pm50kb","LTR/Ty3",9
"AL1G66380","NT12_v2","Family","pm50kb","LTR/unknown",3
"AL1G66380","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G66430","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL1G66430","NT12_v2","Family","pm50kb","LINE/L1",1
"AL1G66430","NT12_v2","Family","pm50kb","LTR/Copia",21
"AL1G66430","NT12_v2","Family","pm50kb","LTR/Gypsy",11
"AL1G66430","NT12_v2","Family","pm50kb","LTR/Ty3",21
"AL1G66430","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL1G66430","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G66560","NT12_v2","Family","pm50kb","DNA/Helitron",9
"AL1G66560","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",6
"AL1G66560","NT12_v2","Family","pm50kb","LTR/Copia",13
"AL1G66560","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL1G66560","NT12_v2","Family","pm50kb","LTR/Ty3",3
"AL1G66560","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL1G66560","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL1G67210","NT12_v2","Family","pm50kb","DNA/Helitron",33
"AL1G67210","NT12_v2","Family","pm50kb","LINE/L1",6
"AL1G67210","NT12_v2","Family","pm50kb","LINE/unknown",5
"AL1G67210","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G67230","NT12_v2","Family","pm50kb","DNA/Helitron",65
"AL1G67230","NT12_v2","Family","pm50kb","LINE/L1",9
"AL1G67230","NT12_v2","Family","pm50kb","LINE/unknown",10
"AL1G67230","NT12_v2","Family","pm50kb","LTR/Copia",10
"AL1G67230","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G67240","NT12_v2","Family","pm50kb","DNA/Helitron",32
"AL1G67240","NT12_v2","Family","pm50kb","LINE/L1",3
"AL1G67240","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL1G67240","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL1G67240","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL1G67280","NT12_v2","Family","pm50kb","DNA/Helitron",72
"AL1G67280","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL1G67280","NT12_v2","Family","pm50kb","LINE/L1",25
"AL1G67280","NT12_v2","Family","pm50kb","LINE/unknown",23
"AL1G67280","NT12_v2","Family","pm50kb","LTR/Copia",19
"AL1G67280","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL211U10010","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL211U10010","NT12_v2","Family","pm50kb","LINE/L1",2
"AL211U10010","NT12_v2","Family","pm50kb","LINE/unknown",6
"AL211U10010","NT12_v2","Family","pm50kb","LTR/Copia",6
"AL211U10010","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL211U10010","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL211U10010","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL211U10010","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL211U10020","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL211U10020","NT12_v2","Family","pm50kb","LINE/L1",1
"AL211U10020","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL211U10020","NT12_v2","Family","pm50kb","LTR/Copia",5
"AL211U10020","NT12_v2","Family","pm50kb","LTR/Ty3",2
"AL211U10020","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL215U10060","NT12_v2","Family","pm50kb","DNA/Helitron",9
"AL215U10060","NT12_v2","Family","pm50kb","LINE/L1",3
"AL215U10060","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL215U10060","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL215U10060","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL22U10010","NT12_v2","Family","pm50kb","LINE/L1",2
"AL22U10010","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL22U10010","NT12_v2","Family","pm50kb","LTR/Copia",6
"AL22U10010","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL243U10010","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL243U10010","NT12_v2","Family","pm50kb","LINE/L1",1
"AL243U10010","NT12_v2","Family","pm50kb","LTR/Ty3",2
"AL249U10020","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL249U10020","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL249U10020","NT12_v2","Family","pm50kb","LINE/L1",2
"AL249U10020","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL249U10020","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL249U10020","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL249U10020","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL249U10030","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL249U10030","NT12_v2","Family","pm50kb","LINE/L1",2
"AL249U10030","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL249U10030","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL249U10030","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL249U10050","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL249U10050","NT12_v2","Family","pm50kb","LINE/L1",2
"AL249U10050","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL249U10050","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL249U10050","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL269U10022","NT12_v2","Family","pm50kb","DNA/Helitron",20
"AL269U10022","NT12_v2","Family","pm50kb","LINE/L1",12
"AL269U10022","NT12_v2","Family","pm50kb","LINE/unknown",5
"AL269U10022","NT12_v2","Family","pm50kb","LTR/Copia",17
"AL269U10022","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL269U10022","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL269U10022","NT12_v2","Family","pm50kb","SINE/tRNA",7
"AL269U10030","NT12_v2","Family","pm50kb","DNA/Helitron",20
"AL269U10030","NT12_v2","Family","pm50kb","LINE/L1",12
"AL269U10030","NT12_v2","Family","pm50kb","LINE/unknown",5
"AL269U10030","NT12_v2","Family","pm50kb","LTR/Copia",17
"AL269U10030","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL269U10030","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL269U10030","NT12_v2","Family","pm50kb","SINE/tRNA",7
"AL26U10060","NT12_v2","Family","pm50kb","DNA/Helitron",39
"AL26U10060","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL26U10060","NT12_v2","Family","pm50kb","LINE/L1",8
"AL26U10060","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL26U10060","NT12_v2","Family","pm50kb","LTR/Copia",15
"AL26U10060","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL26U10060","NT12_v2","Family","pm50kb","LTR/Ty3",23
"AL26U10060","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL26U10060","NT12_v2","Family","pm50kb","SINE/tRNA",5
"AL275U10020","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL275U10020","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",4
"AL275U10020","NT12_v2","Family","pm50kb","LINE/L1",2
"AL275U10020","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL275U10020","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL275U10020","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL281U10020","NT12_v2","Family","pm50kb","DNA/Helitron",8
"AL281U10020","NT12_v2","Family","pm50kb","LINE/L1",5
"AL281U10020","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL281U10020","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL285U10010","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL285U10010","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL285U10010","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL285U10010","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL285U10010","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL293U10010","NT12_v2","Family","pm50kb","DNA/Helitron",24
"AL293U10010","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL293U10010","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL293U10010","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL293U10010","NT12_v2","Family","pm50kb","LTR/Ty3",35
"AL293U10010","NT12_v2","Family","pm50kb","LTR/unknown",8
"AL2G10190","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL2G10190","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",2
"AL2G10190","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G10190","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G10700","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL2G10700","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G10700","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G10700","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G10710","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL2G10710","NT12_v2","Family","pm50kb","LINE/L1",6
"AL2G10710","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G10710","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G10710","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G11030","NT12_v2","Family","pm50kb","DNA/Helitron",18
"AL2G11030","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G11030","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G11030","NT12_v2","Family","pm50kb","LTR/Copia",9
"AL2G11030","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G11030","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G11040","NT12_v2","Family","pm50kb","DNA/Helitron",18
"AL2G11040","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G11040","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G11040","NT12_v2","Family","pm50kb","LTR/Copia",9
"AL2G11040","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G11040","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G11060","NT12_v2","Family","pm50kb","DNA/Helitron",18
"AL2G11060","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G11060","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G11060","NT12_v2","Family","pm50kb","LTR/Copia",9
"AL2G11060","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G11060","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G11070","NT12_v2","Family","pm50kb","DNA/Helitron",17
"AL2G11070","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL2G11070","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G11070","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G11070","NT12_v2","Family","pm50kb","LTR/Copia",10
"AL2G11070","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL2G11070","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G11070","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL2G11100","NT12_v2","Family","pm50kb","DNA/Helitron",21
"AL2G11100","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL2G11100","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G11100","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G11100","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL2G11100","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL2G11100","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G11100","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G11100","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL2G11205","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL2G11205","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL2G11205","NT12_v2","Family","pm50kb","LINE/L1",1
"AL2G11205","NT12_v2","Family","pm50kb","LTR/Copia",11
"AL2G11205","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL2G11205","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G11205","NT12_v2","Family","pm50kb","SINE/unknown",3
"AL2G11220","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL2G11220","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",5
"AL2G11220","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G11220","NT12_v2","Family","pm50kb","LTR/Copia",10
"AL2G11220","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL2G11220","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G11220","NT12_v2","Family","pm50kb","SINE/unknown",2
"AL2G11240","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL2G11240","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL2G11240","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G11240","NT12_v2","Family","pm50kb","LTR/Copia",9
"AL2G11240","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL2G11240","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G11240","NT12_v2","Family","pm50kb","SINE/unknown",2
"AL2G11380","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL2G11380","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G11380","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL2G11380","NT12_v2","Family","pm50kb","LTR/Gypsy",4
"AL2G11380","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL2G11380","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL2G11390","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL2G11390","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G11390","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL2G11390","NT12_v2","Family","pm50kb","LTR/Gypsy",4
"AL2G11390","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL2G11390","NT12_v2","Family","pm50kb","SINE/unknown",1
"AL2G11470","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL2G11470","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL2G11470","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL2G11470","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL2G11490","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL2G11490","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G11490","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G11490","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL2G11490","NT12_v2","Family","pm50kb","LTR/Ty3",1
"AL2G11490","NT12_v2","Family","pm50kb","SINE/unknown",3
"AL2G11830","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL2G11830","NT12_v2","Family","pm50kb","LINE/L1",5
"AL2G11830","NT12_v2","Family","pm50kb","LINE/unknown",8
"AL2G11830","NT12_v2","Family","pm50kb","LTR/Copia",12
"AL2G11830","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL2G11830","NT12_v2","Family","pm50kb","LTR/Ty3",7
"AL2G11830","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL2G11830","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G11960","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL2G11960","NT12_v2","Family","pm50kb","LINE/L1",5
"AL2G11960","NT12_v2","Family","pm50kb","LINE/unknown",5
"AL2G11960","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL2G11960","NT12_v2","Family","pm50kb","LTR/Ty3",3
"AL2G12050","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL2G12050","NT12_v2","Family","pm50kb","LINE/L1",5
"AL2G12050","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL2G12050","NT12_v2","Family","pm50kb","LTR/Copia",2
"AL2G12050","NT12_v2","Family","pm50kb","LTR/Ty3",9
"AL2G12460","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL2G12460","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G12460","NT12_v2","Family","pm50kb","LINE/unknown",6
"AL2G12460","NT12_v2","Family","pm50kb","LTR/Copia",21
"AL2G12460","NT12_v2","Family","pm50kb","LTR/Gypsy",12
"AL2G12460","NT12_v2","Family","pm50kb","LTR/Ty3",14
"AL2G12460","NT12_v2","Family","pm50kb","LTR/unknown",4
"AL2G12460","NT12_v2","Family","pm50kb","SINE/tRNA",6
"AL2G12470","NT12_v2","Family","pm50kb","DNA/Helitron",4
"AL2G12470","NT12_v2","Family","pm50kb","LINE/L1",1
"AL2G12470","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL2G12470","NT12_v2","Family","pm50kb","LTR/Copia",11
"AL2G12470","NT12_v2","Family","pm50kb","LTR/Gypsy",6
"AL2G12470","NT12_v2","Family","pm50kb","LTR/Ty3",7
"AL2G12470","NT12_v2","Family","pm50kb","LTR/unknown",2
"AL2G12470","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G12500","NT12_v2","Family","pm50kb","DNA/Helitron",7
"AL2G12500","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G12500","NT12_v2","Family","pm50kb","LINE/unknown",7
"AL2G12500","NT12_v2","Family","pm50kb","LTR/Copia",23
"AL2G12500","NT12_v2","Family","pm50kb","LTR/Gypsy",12
"AL2G12500","NT12_v2","Family","pm50kb","LTR/Ty3",14
"AL2G12500","NT12_v2","Family","pm50kb","LTR/unknown",4
"AL2G12500","NT12_v2","Family","pm50kb","SINE/tRNA",6
"AL2G12780","NT12_v2","Family","pm50kb","DNA/Helitron",9
"AL2G12780","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G12780","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G12780","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G12790","NT12_v2","Family","pm50kb","DNA/Helitron",7
"AL2G12790","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G12790","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G12790","NT12_v2","Family","pm50kb","LTR/unknown",1
"AL2G12810","NT12_v2","Family","pm50kb","DNA/Helitron",7
"AL2G12810","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G12810","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL2G12820","NT12_v2","Family","pm50kb","DNA/Helitron",7
"AL2G12820","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G12820","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL2G12830","NT12_v2","Family","pm50kb","DNA/Helitron",18
"AL2G12830","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G12830","NT12_v2","Family","pm50kb","LINE/unknown",7
"AL2G12830","NT12_v2","Family","pm50kb","LTR/Copia",11
"AL2G12830","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL2G12830","NT12_v2","Family","pm50kb","LTR/Ty3",2
"AL2G12830","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13070","NT12_v2","Family","pm50kb","DNA/Helitron",1
"AL2G13070","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G13070","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G13070","NT12_v2","Family","pm50kb","LTR/Copia",7
"AL2G13070","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL2G13070","NT12_v2","Family","pm50kb","LTR/Ty3",5
"AL2G13070","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13120","NT12_v2","Family","pm50kb","DNA/Helitron",2
"AL2G13120","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G13120","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL2G13120","NT12_v2","Family","pm50kb","LTR/Copia",9
"AL2G13120","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL2G13120","NT12_v2","Family","pm50kb","LTR/Ty3",6
"AL2G13120","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13130","NT12_v2","Family","pm50kb","DNA/Helitron",22
"AL2G13130","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G13130","NT12_v2","Family","pm50kb","LINE/unknown",8
"AL2G13130","NT12_v2","Family","pm50kb","LTR/Copia",25
"AL2G13130","NT12_v2","Family","pm50kb","LTR/Gypsy",12
"AL2G13130","NT12_v2","Family","pm50kb","LTR/Ty3",14
"AL2G13130","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL2G13130","NT12_v2","Family","pm50kb","SINE/tRNA",6
"AL2G13140","NT12_v2","Family","pm50kb","DNA/Helitron",7
"AL2G13140","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G13140","NT12_v2","Family","pm50kb","LTR/Copia",1
"AL2G13150","NT12_v2","Family","pm50kb","DNA/Helitron",29
"AL2G13150","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G13150","NT12_v2","Family","pm50kb","LINE/unknown",11
"AL2G13150","NT12_v2","Family","pm50kb","LTR/Copia",22
"AL2G13150","NT12_v2","Family","pm50kb","LTR/Gypsy",8
"AL2G13150","NT12_v2","Family","pm50kb","LTR/Ty3",13
"AL2G13150","NT12_v2","Family","pm50kb","LTR/unknown",3
"AL2G13150","NT12_v2","Family","pm50kb","SINE/tRNA",4
"AL2G13170","NT12_v2","Family","pm50kb","DNA/Helitron",14
"AL2G13170","NT12_v2","Family","pm50kb","LINE/L1",7
"AL2G13170","NT12_v2","Family","pm50kb","LINE/unknown",12
"AL2G13170","NT12_v2","Family","pm50kb","LTR/Copia",28
"AL2G13170","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL2G13170","NT12_v2","Family","pm50kb","LTR/Ty3",3
"AL2G13170","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13280","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL2G13280","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G13280","NT12_v2","Family","pm50kb","LTR/Copia",6
"AL2G13280","NT12_v2","Family","pm50kb","LTR/Ty3",4
"AL2G13280","NT12_v2","Family","pm50kb","LTR/unknown",6
"AL2G13280","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13390","NT12_v2","Family","pm50kb","DNA/Helitron",3
"AL2G13390","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G13390","NT12_v2","Family","pm50kb","LTR/Copia",10
"AL2G13390","NT12_v2","Family","pm50kb","LTR/Gypsy",1
"AL2G13390","NT12_v2","Family","pm50kb","LTR/Ty3",2
"AL2G13390","NT12_v2","Family","pm50kb","LTR/unknown",5
"AL2G13390","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G13760","NT12_v2","Family","pm50kb","DNA/Helitron",9
"AL2G13760","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",9
"AL2G13760","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G13760","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL2G13760","NT12_v2","Family","pm50kb","LTR/Copia",8
"AL2G13760","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL2G13760","NT12_v2","Family","pm50kb","LTR/Ty3",11
"AL2G13760","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G13790","NT12_v2","Family","pm50kb","DNA/Helitron",13
"AL2G13790","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",11
"AL2G13790","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G13790","NT12_v2","Family","pm50kb","LINE/unknown",1
"AL2G13790","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G13790","NT12_v2","Family","pm50kb","LTR/Gypsy",3
"AL2G13790","NT12_v2","Family","pm50kb","LTR/Ty3",23
"AL2G13790","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13820","NT12_v2","Family","pm50kb","DNA/Helitron",11
"AL2G13820","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",6
"AL2G13820","NT12_v2","Family","pm50kb","LINE/L1",1
"AL2G13820","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G13820","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL2G13820","NT12_v2","Family","pm50kb","LTR/Ty3",21
"AL2G13820","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G13840","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL2G13840","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL2G13840","NT12_v2","Family","pm50kb","LINE/L1",2
"AL2G13840","NT12_v2","Family","pm50kb","LINE/unknown",2
"AL2G13840","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL2G13840","NT12_v2","Family","pm50kb","LTR/Ty3",21
"AL2G13840","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G13870","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL2G13870","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL2G13870","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G13870","NT12_v2","Family","pm50kb","LINE/unknown",5
"AL2G13870","NT12_v2","Family","pm50kb","LTR/Copia",4
"AL2G13870","NT12_v2","Family","pm50kb","LTR/Ty3",21
"AL2G13870","NT12_v2","Family","pm50kb","SINE/tRNA",3
"AL2G13900","NT12_v2","Family","pm50kb","DNA/Helitron",10
"AL2G13900","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",3
"AL2G13900","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G13900","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL2G13900","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G13900","NT12_v2","Family","pm50kb","LTR/Ty3",11
"AL2G13900","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G13920","NT12_v2","Family","pm50kb","DNA/Helitron",12
"AL2G13920","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",7
"AL2G13920","NT12_v2","Family","pm50kb","LINE/L1",4
"AL2G13920","NT12_v2","Family","pm50kb","LINE/unknown",4
"AL2G13920","NT12_v2","Family","pm50kb","LTR/Copia",3
"AL2G13920","NT12_v2","Family","pm50kb","LTR/Ty3",9
"AL2G13920","NT12_v2","Family","pm50kb","SINE/tRNA",2
"AL2G13960","NT12_v2","Family","pm50kb","DNA/Helitron",6
"AL2G13960","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G13960","NT12_v2","Family","pm50kb","LINE/unknown",8
"AL2G13960","NT12_v2","Family","pm50kb","LTR/Copia",8
"AL2G13960","NT12_v2","Family","pm50kb","LTR/Ty3",8
"AL2G13960","NT12_v2","Family","pm50kb","LTR/unknown",3
"AL2G13960","NT12_v2","Family","pm50kb","SINE/tRNA",1
"AL2G13990","NT12_v2","Family","pm50kb","DNA/Helitron",14
"AL2G13990","NT12_v2","Family","pm50kb","DNA/MULE-MuDR",4
"AL2G13990","NT12_v2","Family","pm50kb","LINE/L1",3
"AL2G13990","NT12_v2","Family","pm50kb","LINE/unknown",3
"AL2G13990","NT12_v2","Family","pm50kb","LTR/Ty3",8
