#FamilyID	Likelihood of Family
OG0002688	-5.92068
OG0002689	-5.64204
OG0002690	-5.64204
OG0002691	-5.92068
OG0002692	-5.64204
OG0002693	-5.92068
OG0002694	-5.64204
OG0002695	-7.35863
OG0002696	-9.49024
OG0002697	-7.03995
OG0002698	-8.75155
OG0002699	-6.94345
OG0002700	-5.64204
OG0002701	-5.64204
OG0002702	-5.64204
OG0002703	-7.03995
OG0002704	-7.03995
OG0002705	-5.64204
OG0002706	-7.03995
OG0002707	-5.92068
OG0002708	-8.34866
OG0002709	-5.92068
OG0002710	-9.51224
OG0002711	-10.4979
OG0002712	-8.41134
OG0002713	-5.64204
OG0002714	-7.35863
OG0002715	-5.64204
OG0002716	-5.92068
OG0002717	-5.92068
OG0002718	-5.64204
OG0002719	-5.64204
OG0002720	-5.92068
OG0002721	-5.64204
OG0002722	-11.8871
OG0002723	-5.64204
OG0002724	-5.64204
OG0002725	-5.64204
OG0002726	-5.64204
OG0002727	-5.64204
OG0002728	-5.64204
OG0002729	-7.8764
OG0002730	-5.64204
OG0002731	-9.51224
OG0002732	-5.92068
OG0002733	-5.92068
OG0002734	-5.64204
OG0002735	-12.0106
OG0002736	-5.64204
OG0002737	-5.92068
OG0002738	-5.64204
OG0002739	-7.43873
OG0002740	-8.18768
OG0002741	-5.64204
OG0002742	-15.7075
OG0002743	-5.64204
OG0002744	-5.64204
OG0002745	-8.61008
OG0002746	-5.64204
OG0002747	-5.64204
OG0002748	-9.49024
OG0002749	-7.03995
OG0002750	-8.30694
OG0002751	-5.92068
OG0002752	-5.64204
OG0002753	-5.64204
OG0002754	-5.64204
OG0002755	-10.1267
OG0002756	-5.64204
OG0002757	-12.5305
OG0002758	-5.64204
OG0002759	-5.64204
OG0002760	-5.92068
OG0002761	-5.64204
OG0002762	-7.90533
OG0002763	-5.92068
OG0002764	-8.30694
OG0002765	-7.03995
OG0002766	-9.76188
OG0002767	-5.92068
OG0002768	-5.64204
OG0002769	-7.35863
OG0002770	-7.03995
OG0002771	-8.30694
OG0002772	-5.64204
OG0002773	-5.92068
OG0002774	-7.03995
OG0002775	-5.92068
OG0002776	-6.5227
OG0002777	-5.64204
OG0002778	-9.97481
OG0002779	-5.64204
OG0002780	-5.64204
OG0002781	-5.64204
OG0002782	-10.9099
OG0002783	-7.03995
OG0002784	-6.5227
OG0002785	-5.64204
OG0002786	-13.5283
OG0002787	-5.92068
OG0002788	-5.64204
OG0002789	-5.92068
OG0002790	-5.64204
OG0002791	-9.88196
OG0002792	-5.92068
OG0002793	-5.92068
OG0002794	-7.03995
OG0002795	-5.92068
OG0002796	-8.30694
OG0002797	-9.74371
OG0002798	-7.03995
OG0002799	-9.49024
OG0002800	-15.2486
OG0002801	-7.3204
OG0002802	-11.2396
OG0002803	-9.51224
OG0002804	-9.88196
OG0002805	-7.03995
OG0002806	-5.92068
OG0002807	-6.5227
OG0002808	-8.61008
OG0002809	-10.5757
OG0002810	-17.459
OG0002811	-8.06811
OG0002812	-9.17984
OG0002813	-8.66435
OG0002814	-9.17984
OG0002815	-25.7522
OG0002816	-24.72
OG0002817	-10.4832
OG0002818	-9.06523
OG0002819	-30.4536
OG0002820	-7.96853
OG0002821	-30.4536
OG0002822	-7.96853
OG0002823	-20.5013
OG0002824	-30.4536
OG0002825	-8.06811
OG0002826	-10.7216
OG0002827	-9.06523
OG0002828	-12.8941
OG0002829	-17.459
OG0002830	-9.06523
OG0002831	-9.17984
OG0002832	-9.97535
OG0002833	-7.96853
OG0002834	-7.96853
OG0002835	-8.06811
OG0002836	-15.4746
OG0002837	-8.66435
OG0002838	-17.3785
OG0002839	-7.96853
OG0002840	-9.97535
OG0002841	-10.2535
OG0002842	-7.96853
OG0002843	-7.96853
OG0002844	-9.06523
OG0002845	-24.72
OG0002846	-30.4536
OG0002847	-9.97535
OG0002848	-24.72
OG0002849	-7.96853
OG0002850	-24.72
OG0002851	-10.2535
OG0002852	-11.8261
OG0002853	-7.96853
OG0002854	-30.4536
OG0002855	-10.2535
OG0002856	-9.17984
OG0002857	-8.06811
OG0002858	-9.17984
OG0002859	-9.97535
OG0002860	-12.159
OG0002861	-9.17984
OG0002862	-9.17984
OG0002863	-9.97535
OG0002864	-10.2535
OG0002865	-12.8581
OG0002866	-20.5013
OG0002867	-15.8377
OG0002868	-7.96853
OG0002869	-7.96853
OG0002870	-12.8941
OG0002871	-9.97535
OG0002872	-30.4536
OG0002873	-7.96853
OG0002874	-20.0533
OG0002875	-12.2162
OG0002876	-9.06523
OG0002877	-8.06811
OG0002878	-20.0533
OG0002879	-24.72
OG0002880	-11.2455
OG0002881	-8.06811
OG0002882	-8.66435
OG0002883	-16.2659
OG0002884	-10.4832
OG0002885	-9.3041
OG0002886	-9.17984
OG0002887	-9.3041
OG0002888	-13.0972
OG0002889	-12.7866
OG0002890	-24.72
OG0002891	-14.9264
OG0002892	-14.9264
OG0002893	-17.459
OG0002894	-8.54367
OG0002895	-30.4536
OG0002896	-30.4536
OG0002897	-25.7522
OG0002898	-12.8887
OG0002899	-23.1351
OG0002900	-23.1351
OG0002901	-11.8046
OG0002902	-11.8046
OG0002903	-11.8046
OG0002904	-11.8046
OG0002905	-11.8046
OG0002906	-11.8046
OG0002907	-11.8046
OG0002908	-11.8046
OG0002909	-11.8046
OG0002910	-11.8046
OG0002911	-11.8046
OG0002912	-11.8046
OG0002913	-11.8046
OG0002914	-11.8046
OG0002915	-5.16224
OG0002916	-7.45666
OG0002917	-5.16224
OG0002918	-5.16224
OG0002919	-17.3051
OG0002920	-7.45666
OG0002921	-6.03283
OG0002922	-7.505
OG0002923	-9.84133
OG0002924	-11.5402
OG0002925	-8.72194
OG0002926	-5.16224
OG0002927	-7.45666
OG0002928	-7.45666
OG0002929	-7.02531
OG0002930	-7.71526
OG0002931	-5.16224
OG0002932	-5.16224
OG0002933	-7.34054
OG0002934	-13.8752
OG0002935	-5.16224
OG0002936	-5.16224
OG0002937	-7.45666
OG0002938	-13.8752
OG0002939	-7.45666
OG0002940	-6.03283
OG0002941	-7.45666
OG0002942	-5.16224
OG0002943	-5.16224
OG0002944	-6.03283
OG0002945	-7.45666
OG0002946	-5.16224
OG0002947	-10.1986
OG0002948	-6.03283
OG0002949	-7.45666
OG0002950	-6.03283
OG0002951	-7.34054
OG0002952	-11.4997
OG0002953	-6.03283
OG0002954	-6.3862
OG0002955	-6.03283
OG0002956	-5.16224
OG0002957	-7.45666
OG0002958	-6.03283
OG0002959	-5.16224
OG0002960	-6.25464
OG0002961	-7.71526
OG0002962	-10.2555
OG0002963	-5.16224
OG0002964	-5.16224
OG0002965	-5.16224
OG0002966	-7.45666
OG0002967	-5.16224
OG0002968	-7.02531
OG0002969	-7.87418
OG0002970	-5.16224
OG0002971	-10.9055
OG0002972	-6.03283
OG0002973	-7.45666
OG0002974	-7.45666
OG0002975	-8.99502
OG0002976	-6.46183
OG0002977	-7.45666
OG0002978	-5.16224
OG0002979	-7.45666
OG0002980	-5.16224
OG0002981	-7.45666
OG0002982	-5.16224
OG0002983	-7.45666
OG0002984	-5.16224
OG0002985	-7.45666
OG0002986	-7.45666
OG0002987	-6.03283
OG0002988	-6.03283
OG0002989	-5.16224
OG0002990	-6.03283
OG0002991	-13.8752
OG0002992	-13.8752
OG0002993	-7.45666
OG0002994	-5.16224
OG0002995	-7.45666
OG0002996	-6.03283
OG0002997	-5.16224
OG0002998	-6.03283
OG0002999	-7.34054
OG0003000	-7.71526
OG0003001	-5.16224
OG0003002	-5.16224
OG0003003	-5.16224
OG0003004	-6.03283
OG0003005	-12.0181
OG0003006	-8.71194
OG0003007	-5.16224
OG0003008	-7.34054
OG0003009	-7.45666
OG0003010	-5.16224
OG0003011	-12.6229
OG0003012	-7.02531
OG0003013	-6.03283
OG0003014	-6.46183
OG0003015	-6.03283
OG0003016	-5.16224
OG0003017	-5.16224
OG0003018	-7.45666
OG0003019	-7.71526
OG0003020	-6.46183
OG0003021	-7.45666
OG0003022	-9.1536
OG0003023	-7.45666
OG0003024	-5.16224
OG0003025	-13.8752
OG0003026	-6.46183
OG0003027	-6.03283
OG0003028	-7.88608
OG0003029	-6.03283
OG0003030	-7.34054
OG0003031	-5.16224
OG0003032	-7.45666
OG0003033	-7.45666
OG0003034	-7.45666
OG0003035	-5.16224
OG0003036	-6.46183
OG0003037	-7.34054
OG0003038	-6.62252
OG0003039	-6.3862
OG0003040	-7.87418
OG0003041	-7.71526
OG0003042	-9.39284
OG0003043	-5.16224
OG0003044	-5.16224
OG0003045	-6.03283
OG0003046	-5.16224
OG0003047	-5.16224
OG0003048	-5.16224
OG0003049	-7.45666
OG0003050	-5.16224
OG0003051	-7.82285
OG0003052	-8.64926
OG0003053	-7.71526
OG0003054	-5.16224
OG0003055	-10.4273
OG0003056	-9.47242
OG0003057	-7.505
OG0003058	-9.84133
OG0003059	-5.16224
OG0003060	-5.16224
OG0003061	-5.16224
OG0003062	-5.16224
OG0003063	-5.16224
OG0003064	-7.45666
OG0003065	-6.03283
OG0003066	-7.34054
OG0003067	-6.25464
OG0003068	-7.36599
OG0003069	-6.3862
OG0003070	-5.16224
OG0003071	-5.16224
OG0003072	-6.46183
OG0003073	-5.16224
OG0003074	-7.45666
OG0003075	-6.46183
OG0003076	-5.16224
OG0003077	-5.16224
OG0003078	-5.16224
OG0003079	-12.8109
OG0003080	-7.71526
OG0003081	-8.9037
OG0003082	-5.16224
OG0003083	-6.3862
OG0003084	-13.2203
OG0003085	-5.16224
OG0003086	-5.16224
OG0003087	-6.25464
OG0003088	-5.16224
OG0003089	-5.16224
OG0003090	-5.16224
OG0003091	-6.03283
OG0003092	-9.26332
OG0003093	-5.16224
OG0003094	-7.45666
OG0003095	-5.16224
OG0003096	-5.16224
OG0003097	-7.45666
OG0003098	-6.03283
OG0003099	-5.16224
OG0003100	-9.39284
OG0003101	-5.16224
OG0003102	-5.16224
OG0003103	-13.8752
OG0003104	-5.16224
OG0003105	-5.16224
OG0003106	-6.3862
OG0003107	-5.16224
OG0003108	-10.9055
OG0003109	-9.39284
OG0003110	-5.16224
OG0003111	-6.3862
OG0003112	-7.45666
OG0003113	-7.45666
OG0003114	-7.24943
OG0003115	-5.16224
OG0003116	-7.71526
OG0003117	-5.16224
OG0003118	-7.71526
OG0003119	-5.16224
OG0003120	-13.8752
OG0003121	-5.16224
OG0003122	-5.16224
OG0003123	-5.16224
OG0003124	-6.46183
OG0003125	-6.03283
OG0003126	-7.45666
OG0003127	-6.03283
OG0003128	-5.16224
OG0003129	-6.46183
OG0003130	-9.84133
OG0003131	-7.45666
OG0003132	-5.16224
OG0003133	-6.3862
OG0003134	-8.20592
OG0003135	-5.16224
OG0003136	-5.16224
OG0003137	-5.16224
OG0003138	-5.16224
OG0003139	-5.16224
OG0003140	-7.45666
OG0003141	-5.16224
OG0003142	-10.718
OG0003143	-6.03283
OG0003144	-7.45666
OG0003145	-7.71526
OG0003146	-5.16224
OG0003147	-13.8752
OG0003148	-5.16224
OG0003149	-5.16224
OG0003150	-6.03283
OG0003151	-5.16224
OG0003152	-8.2617
OG0003153	-6.03283
OG0003154	-5.16224
OG0003155	-5.16224
OG0003156	-6.03283
OG0003157	-6.03283
OG0003158	-5.16224
OG0003159	-7.45666
OG0003160	-7.45666
OG0003161	-5.16224
OG0003162	-7.45666
OG0003163	-5.16224
OG0003164	-5.16224
OG0003165	-7.45666
OG0003166	-6.03283
OG0003167	-7.45666
OG0003168	-6.3862
OG0003169	-5.16224
OG0003170	-5.16224
OG0003171	-5.16224
OG0003172	-7.45666
OG0003173	-5.16224
OG0003174	-5.16224
OG0003175	-10.718
OG0003176	-7.02531
OG0003177	-6.3862
OG0003178	-5.16224
OG0003179	-6.25464
OG0003180	-7.45666
OG0003181	-5.16224
OG0003182	-5.16224
OG0003183	-9.39284
OG0003184	-7.45666
OG0003185	-5.16224
OG0003186	-5.16224
OG0003187	-7.45666
OG0003188	-5.16224
OG0003189	-7.45666
OG0003190	-5.16224
OG0003191	-9.671
OG0003192	-7.45666
OG0003193	-5.16224
OG0003194	-5.16224
OG0003195	-7.45666
OG0003196	-6.3862
OG0003197	-5.16224
OG0003198	-7.45666
OG0003199	-7.505
OG0003200	-5.16224
OG0003201	-6.03283
OG0003202	-10.2555
OG0003203	-6.46183
OG0003204	-8.9037
OG0003205	-5.16224
OG0003206	-5.16224
OG0003207	-7.45666
OG0003208	-6.3862
OG0003209	-7.505
OG0003210	-5.16224
OG0003211	-7.45666
OG0003212	-7.71526
OG0003213	-5.16224
OG0003214	-5.16224
OG0003215	-5.16224
OG0003216	-6.03283
OG0003217	-7.45666
OG0003218	-5.16224
OG0003219	-6.03283
OG0003220	-5.16224
OG0003221	-7.45666
OG0003222	-6.03283
OG0003223	-6.83582
OG0003224	-5.16224
OG0003225	-5.16224
OG0003226	-10.9055
OG0003227	-7.45666
OG0003228	-7.45666
OG0003229	-7.45666
OG0003230	-8.17615
OG0003231	-7.45666
OG0003232	-5.16224
OG0003233	-7.88608
OG0003234	-6.46183
OG0003235	-7.45666
OG0003236	-7.88608
OG0003237	-5.16224
OG0003238	-6.03283
OG0003239	-7.45666
OG0003240	-5.16224
OG0003241	-5.16224
OG0003242	-7.45666
OG0003243	-5.16224
OG0003244	-10.718
OG0003245	-5.16224
OG0003246	-5.16224
OG0003247	-7.71526
OG0003248	-5.16224
OG0003249	-5.16224
OG0003250	-7.45666
OG0003251	-7.34054
OG0003252	-7.45666
OG0003253	-6.3862
OG0003254	-8.17615
OG0003255	-5.16224
OG0003256	-7.45666
OG0003257	-5.16224
OG0003258	-10.0059
OG0003259	-6.46183
OG0003260	-7.505
OG0003261	-6.03283
OG0003262	-5.16224
OG0003263	-6.46183
OG0003264	-7.34054
OG0003265	-5.16224
OG0003266	-5.16224
OG0003267	-5.16224
OG0003268	-5.16224
OG0003269	-5.16224
OG0003270	-7.71526
OG0003271	-6.3862
OG0003272	-7.505
OG0003273	-7.71526
OG0003274	-7.71526
OG0003275	-6.82329
OG0003276	-5.16224
OG0003277	-5.16224
OG0003278	-5.16224
OG0003279	-6.03283
OG0003280	-10.2471
OG0003281	-9.84133
OG0003282	-6.3862
OG0003283	-8.72194
OG0003284	-9.47242
OG0003285	-7.45666
OG0003286	-7.45666
OG0003287	-5.16224
OG0003288	-6.03283
OG0003289	-5.16224
OG0003290	-6.62252
OG0003291	-5.16224
OG0003292	-9.39284
OG0003293	-7.505
OG0003294	-7.71526
OG0003295	-5.16224
OG0003296	-7.82285
OG0003297	-6.03283
OG0003298	-7.34054
OG0003299	-10.9055
OG0003300	-5.16224
OG0003301	-7.45666
OG0003302	-7.88608
OG0003303	-5.16224
OG0003304	-13.8752
OG0003305	-5.16224
OG0003306	-7.45666
OG0003307	-5.16224
OG0003308	-7.02531
OG0003309	-7.45666
OG0003310	-6.03283
OG0003311	-5.16224
OG0003312	-5.16224
OG0003313	-5.16224
OG0003314	-5.16224
OG0003315	-10.4273
OG0003316	-5.16224
OG0003317	-5.16224
OG0003318	-5.16224
OG0003319	-8.17615
OG0003320	-10.0059
OG0003321	-5.16224
OG0003322	-6.46183
OG0003323	-7.24943
OG0003324	-8.9037
OG0003325	-8.17615
OG0003326	-6.03283
OG0003327	-7.505
OG0003328	-5.16224
OG0003329	-5.16224
OG0003330	-7.505
OG0003331	-5.16224
OG0003332	-6.3862
OG0003333	-5.16224
OG0003334	-5.16224
OG0003335	-5.16224
OG0003336	-7.45666
OG0003337	-5.16224
OG0003338	-6.46183
OG0003339	-6.03283
OG0003340	-7.45666
OG0003341	-5.16224
OG0003342	-10.9055
OG0003343	-5.16224
OG0003344	-5.16224
OG0003345	-5.16224
OG0003346	-8.17615
OG0003347	-5.16224
OG0003348	-7.45666
OG0003349	-7.02531
OG0003350	-5.16224
OG0003351	-5.16224
OG0003352	-5.16224
OG0003353	-10.4273
OG0003354	-5.16224
OG0003355	-7.34054
OG0003356	-6.25464
OG0003357	-6.3862
OG0003358	-7.505
OG0003359	-8.2617
OG0003360	-5.16224
OG0003361	-6.3862
OG0003362	-7.71526
OG0003363	-8.2617
OG0003364	-7.45666
OG0003365	-6.03283
OG0003366	-5.16224
OG0003367	-6.03283
OG0003368	-6.82329
OG0003369	-5.16224
OG0003370	-7.505
OG0003371	-5.16224
OG0003372	-6.46183
OG0003373	-7.87418
OG0003374	-8.17615
OG0003375	-7.505
OG0003376	-5.16224
OG0003377	-5.16224
OG0003378	-7.45666
OG0003379	-6.62252
OG0003380	-5.16224
OG0003381	-7.45666
OG0003382	-15.9872
OG0003383	-6.3862
OG0003384	-7.505
OG0003385	-5.16224
OG0003386	-5.16224
OG0003387	-5.16224
OG0003388	-5.16224
OG0003389	-7.88608
OG0003390	-7.88608
OG0003391	-6.82329
OG0003392	-5.16224
OG0003393	-6.25464
OG0003394	-8.87181
OG0003395	-7.88608
OG0003396	-5.16224
OG0003397	-11.5402
OG0003398	-13.8752
OG0003399	-5.16224
OG0003400	-5.16224
OG0003401	-7.45666
OG0003402	-7.45666
OG0003403	-7.45666
OG0003404	-8.2617
OG0003405	-5.16224
OG0003406	-5.16224
OG0003407	-9.1536
OG0003408	-6.46183
OG0003409	-16.4633
OG0003410	-6.46183
OG0003411	-8.72194
OG0003412	-5.16224
OG0003413	-10.2471
OG0003414	-7.45666
OG0003415	-7.34054
OG0003416	-5.16224
OG0003417	-8.2617
OG0003418	-9.1536
OG0003419	-6.46183
OG0003420	-10.0625
OG0003421	-7.87418
OG0003422	-5.16224
OG0003423	-5.16224
OG0003424	-7.88608
OG0003425	-7.71526
OG0003426	-6.46183
OG0003427	-5.16224
OG0003428	-5.16224
OG0003429	-6.03283
OG0003430	-5.16224
OG0003431	-13.8752
OG0003432	-6.03283
OG0003433	-5.16224
OG0003434	-7.45666
OG0003435	-5.16224
OG0003436	-5.16224
OG0003437	-5.16224
OG0003438	-7.45666
OG0003439	-7.71526
OG0003440	-6.3862
OG0003441	-5.16224
OG0003442	-5.16224
OG0003443	-7.45666
OG0003444	-5.16224
OG0003445	-5.16224
OG0003446	-5.16224
OG0003447	-6.25464
OG0003448	-6.03283
OG0003449	-6.03283
OG0003450	-6.3862
OG0003451	-7.505
OG0003452	-8.17615
OG0003453	-6.82329
OG0003454	-7.34054
OG0003455	-5.16224
OG0003456	-5.16224
OG0003457	-5.16224
OG0003458	-5.16224
OG0003459	-9.39284
OG0003460	-5.16224
OG0003461	-12.6229
OG0003462	-7.45666
OG0003463	-9.1536
OG0003464	-8.2617
OG0003465	-5.16224
OG0003466	-6.03283
OG0003467	-6.46183
OG0003468	-5.16224
OG0003469	-5.16224
OG0003470	-5.16224
OG0003471	-6.56031
OG0003472	-5.16224
OG0003473	-7.88608
OG0003474	-5.16224
OG0003475	-6.03283
OG0003476	-7.02531
OG0003477	-6.3862
OG0003478	-5.16224
OG0003479	-6.03283
OG0003480	-7.45666
OG0003481	-11.2813
OG0003482	-5.16224
OG0003483	-5.16224
OG0003484	-5.16224
OG0003485	-7.45666
OG0003486	-6.62252
OG0003487	-8.9037
OG0003488	-7.87418
OG0003489	-5.16224
OG0003490	-7.71526
OG0003491	-5.16224
OG0003492	-5.16224
OG0003493	-7.71526
OG0003494	-5.16224
OG0003495	-7.71526
OG0003496	-5.16224
OG0003497	-5.16224
OG0003498	-7.45666
OG0003499	-6.3862
OG0003500	-7.45666
OG0003501	-6.46183
OG0003502	-8.9037
OG0003503	-5.16224
OG0003504	-7.88608
OG0003505	-9.74138
OG0003506	-5.16224
OG0003507	-5.16224
OG0003508	-8.9037
OG0003509	-5.16224
OG0003510	-5.16224
OG0003511	-5.16224
OG0003512	-6.62252
OG0003513	-5.16224
OG0003514	-6.3862
OG0003515	-5.16224
OG0003516	-7.45666
OG0003517	-5.16224
OG0003518	-8.11935
OG0003519	-5.16224
OG0003520	-7.34054
OG0003521	-5.16224
OG0003522	-5.16224
OG0003523	-5.16224
OG0003524	-9.39284
OG0003525	-10.0625
OG0003526	-7.24943
OG0003527	-5.16224
OG0003528	-5.16224
OG0003529	-6.03283
OG0003530	-5.16224
OG0003531	-7.45666
OG0003532	-6.03283
OG0003533	-8.9037
OG0003534	-5.16224
OG0003535	-5.16224
OG0003536	-5.16224
OG0003537	-6.03283
OG0003538	-5.16224
OG0003539	-5.16224
OG0003540	-6.82329
OG0003541	-5.16224
OG0003542	-5.16224
OG0003543	-5.16224
OG0003544	-8.17615
OG0003545	-5.16224
OG0003546	-6.82329
OG0003547	-5.16224
OG0003548	-8.20592
OG0003549	-8.72194
OG0003550	-5.16224
OG0003551	-5.16224
OG0003552	-5.16224
OG0003553	-5.16224
OG0003554	-5.16224
OG0003555	-5.16224
OG0003556	-6.56031
OG0003557	-6.3862
OG0003558	-5.16224
OG0003559	-7.71526
OG0003560	-5.16224
OG0003561	-7.71526
OG0003562	-5.16224
OG0003563	-5.16224
OG0003564	-7.505
OG0003565	-5.16224
OG0003566	-10.9055
OG0003567	-6.46183
OG0003568	-6.3862
OG0003569	-5.16224
OG0003570	-5.16224
OG0003571	-6.83582
OG0003572	-8.64926
OG0003573	-5.16224
OG0003574	-10.9055
OG0003575	-5.16224
OG0003576	-7.88608
OG0003577	-7.88608
OG0003578	-6.3862
OG0003579	-7.34054
OG0003580	-5.16224
OG0003581	-5.16224
OG0003582	-5.16224
OG0003583	-5.16224
OG0003584	-5.16224
OG0003585	-5.16224
OG0003586	-5.16224
OG0003587	-5.16224
OG0003588	-5.16224
OG0003589	-5.16224
OG0003590	-5.16224
OG0003591	-5.16224
OG0003592	-5.16224
OG0003593	-5.16224
OG0003594	-5.16224
OG0003595	-6.3862
OG0003596	-5.16224
OG0003597	-8.72194
OG0003598	-7.71526
OG0003599	-5.16224
OG0003600	-5.16224
OG0003601	-5.16224
OG0003602	-12.8109
OG0003603	-5.16224
OG0003604	-5.16224
OG0003605	-12.8109
OG0003606	-5.16224
OG0003607	-5.16224
OG0003608	-8.72194
OG0003609	-7.88608
OG0003610	-5.16224
OG0003611	-7.24943
OG0003612	-7.34054
OG0003613	-5.16224
OG0003614	-7.505
OG0003615	-7.45666
OG0003616	-5.16224
OG0003617	-6.46183
OG0003618	-5.16224
OG0003619	-6.03283
OG0003620	-5.16224
OG0003621	-5.16224
OG0003622	-5.16224
OG0003623	-5.16224
OG0003624	-6.82329
OG0003625	-5.16224
OG0003626	-7.71526
OG0003627	-5.16224
OG0003628	-5.16224
OG0003629	-6.62252
OG0003630	-5.16224
OG0003631	-5.16224
OG0003632	-5.16224
OG0003633	-10.9055
OG0003634	-5.16224
OG0003635	-5.16224
OG0003636	-5.16224
OG0003637	-5.16224
OG0003638	-5.16224
OG0003639	-5.16224
OG0003640	-6.3862
OG0003641	-5.16224
OG0003642	-5.16224
OG0003643	-6.3862
OG0003644	-5.16224
OG0003645	-7.505
OG0003646	-5.16224
OG0003647	-5.16224
OG0003648	-5.16224
OG0003649	-6.3862
OG0003650	-5.16224
OG0003651	-7.71526
OG0003652	-5.16224
OG0003653	-5.16224
OG0003654	-5.16224
OG0003655	-5.16224
OG0003656	-10.2555
OG0003657	-7.45666
OG0003658	-5.16224
OG0003659	-18.4689
OG0003660	-6.56031
OG0003661	-6.3862
OG0003662	-7.505
OG0003663	-5.16224
OG0003664	-8.17615
OG0003665	-5.16224
OG0003666	-5.16224
OG0003667	-7.505
OG0003668	-8.2617
OG0003669	-5.16224
OG0003670	-5.16224
OG0003671	-24.1328
OG0003672	-5.16224
OG0003673	-5.16224
OG0003674	-24.1328
OG0003675	-8.07476
OG0003676	-9.36583
OG0003677	-7.56728
OG0003678	-13.6121
OG0003679	-13.9312
OG0003680	-17.3875
OG0003681	-22.0608
OG0003682	-9.7157
OG0003683	-7.29409
OG0003684	-8.38814
OG0003685	-8.07476
OG0003686	-7.29409
OG0003687	-14.9861
OG0003688	-9.50149
OG0003689	-7.29409
OG0003690	-8.38814
OG0003691	-13.3978
OG0003692	-8.67519
OG0003693	-7.29409
OG0003694	-7.29409
OG0003695	-8.07476
OG0003696	-8.07476
OG0003697	-7.29409
OG0003698	-13.6121
OG0003699	-7.29409
OG0003700	-8.67519
OG0003701	-7.29409
OG0003702	-8.07476
OG0003703	-8.07476
OG0003704	-9.36583
OG0003705	-8.07476
OG0003706	-8.07476
OG0003707	-7.29409
OG0003708	-8.07476
OG0003709	-7.29409
OG0003710	-8.07476
OG0003711	-7.29409
OG0003712	-7.29409
OG0003713	-7.29409
OG0003714	-7.29409
OG0003715	-8.07476
OG0003716	-7.29409
OG0003717	-8.07476
OG0003718	-7.29409
OG0003719	-8.07476
OG0003720	-8.07476
OG0003721	-7.29409
OG0003722	-10.554
OG0003723	-10.554
OG0003724	-7.56728
OG0003725	-7.29409
OG0003726	-8.07476
OG0003727	-9.50149
OG0003728	-27.7481
OG0003729	-8.07476
OG0003730	-14.9861
OG0003731	-7.29409
OG0003732	-8.07476
OG0003733	-7.29409
OG0003734	-10.721
OG0003735	-13.9312
OG0003736	-7.56728
OG0003737	-7.29409
OG0003738	-7.29409
OG0003739	-8.38814
OG0003740	-7.29409
OG0003741	-8.07476
OG0003742	-10.554
OG0003743	-12.9777
OG0003744	-7.29409
OG0003745	-7.29409
OG0003746	-20.8466
OG0003747	-7.29409
OG0003748	-9.36583
OG0003749	-8.07476
OG0003750	-9.89612
OG0003751	-10.554
OG0003752	-7.29409
OG0003753	-7.29409
OG0003754	-7.29409
OG0003755	-7.29409
OG0003756	-7.29409
OG0003757	-10.554
OG0003758	-7.29409
OG0003759	-9.50149
OG0003760	-10.554
OG0003761	-8.07476
OG0003762	-11.0181
OG0003763	-7.29409
OG0003764	-8.36871
OG0003765	-7.29409
OG0003766	-11.0181
OG0003767	-14.9861
OG0003768	-7.29409
OG0003769	-7.29409
OG0003770	-8.07476
OG0003771	-11.1851
OG0003772	-8.07476
OG0003773	-7.29409
OG0003774	-7.29409
OG0003775	-9.7157
OG0003776	-7.29409
OG0003777	-9.56394
OG0003778	-8.07476
OG0003779	-8.07476
OG0003780	-15.1813
OG0003781	-7.29409
OG0003782	-7.29409
OG0003783	-7.29409
OG0003784	-11.0181
OG0003785	-9.56394
OG0003786	-12.9777
OG0003787	-7.29409
OG0003788	-10.8763
OG0003789	-7.29409
OG0003790	-8.07476
OG0003791	-7.29409
OG0003792	-7.29409
OG0003793	-10.3863
OG0003794	-7.29409
OG0003795	-7.29409
OG0003796	-8.07476
OG0003797	-8.07476
OG0003798	-7.29409
OG0003799	-8.07476
OG0003800	-8.07476
OG0003801	-7.29409
OG0003802	-18.9488
OG0003803	-7.29409
OG0003804	-9.36583
OG0003805	-7.29409
OG0003806	-11.2043
OG0003807	-14.4537
OG0003808	-13.3978
OG0003809	-7.29409
OG0003810	-8.07476
OG0003811	-8.07476
OG0003812	-7.29409
OG0003813	-10.9953
OG0003814	-13.0872
OG0003815	-10.554
OG0003816	-7.29409
OG0003817	-9.89612
OG0003818	-8.36871
OG0003819	-8.07476
OG0003820	-14.9861
OG0003821	-8.07476
OG0003822	-11.1851
OG0003823	-13.6121
OG0003824	-8.36871
OG0003825	-7.29409
OG0003826	-9.7157
OG0003827	-12.2603
OG0003828	-8.07476
OG0003829	-7.29409
OG0003830	-7.56728
OG0003831	-12.2603
OG0003832	-22.0608
OG0003833	-27.7481
OG0003834	-27.7481
OG0003835	-12.8129
OG0003836	-18.4867
OG0003837	-18.4867
OG0003838	-11.9509
OG0003839	-21.0691
OG0003840	-10.6995
OG0003841	-10.6995
OG0003842	-10.6995
OG0003843	-10.6995
OG0003844	-10.6995
OG0003845	-10.6995
OG0003846	-10.6995
OG0003847	-10.6995
OG0003848	-10.6995
OG0003849	-10.6995
OG0003850	-10.6995
OG0003851	-10.6995
OG0003852	-10.6995
OG0003853	-10.6995
OG0003854	-10.6995
OG0003855	-7.32591
