#FamilyID	Likelihood of Family
OG0012119	-5.07289
OG0012120	-6.58086
OG0012121	-6.58086
OG0012122	-5.95662
OG0012123	-5.07289
OG0012124	-5.07289
OG0012125	-5.07289
OG0012126	-6.58086
OG0012127	-8.25109
OG0012128	-6.58086
OG0012129	-6.58086
OG0012130	-5.07289
OG0012131	-8.25109
OG0012132	-8.01706
OG0012133	-6.76561
OG0012134	-5.07289
OG0012135	-5.07289
OG0012136	-6.58086
OG0012137	-6.58086
OG0012138	-8.01706
OG0012139	-8.25109
OG0012140	-9.50066
OG0012141	-5.95662
OG0012142	-5.07289
OG0012143	-6.76561
OG0012144	-14.0979
OG0012145	-8.01706
OG0012146	-5.07289
OG0012147	-5.07289
OG0012148	-6.58086
OG0012149	-5.95662
OG0012150	-5.07289
OG0012151	-6.58086
OG0012152	-8.01706
OG0012153	-5.07289
OG0012154	-5.95662
OG0012155	-9.50066
OG0012156	-14.0979
OG0012157	-5.07289
OG0012158	-5.07289
OG0012159	-5.07289
OG0012160	-6.58086
OG0012161	-5.07289
OG0012162	-6.58086
OG0012163	-5.07289
OG0012164	-5.07289
OG0012165	-6.58086
OG0012166	-8.01706
OG0012167	-6.58086
OG0012168	-6.58086
OG0012169	-9.50066
OG0012170	-8.01706
OG0012171	-5.07289
OG0012172	-6.58086
OG0012173	-5.07289
OG0012174	-5.07289
OG0012175	-5.07289
OG0012176	-9.50066
OG0012177	-6.58086
OG0012178	-6.58086
OG0012179	-6.58086
OG0012180	-6.58086
OG0012181	-9.50066
OG0012182	-9.50066
OG0012183	-9.50066
OG0012184	-5.07289
OG0012185	-5.07289
OG0012186	-5.07289
OG0012187	-8.25109
OG0012188	-6.58086
OG0012189	-9.50066
OG0012190	-8.25109
OG0012191	-6.58086
OG0012192	-8.25109
OG0012193	-8.07262
OG0012194	-6.58086
OG0012195	-6.58086
OG0012196	-5.07289
OG0012197	-9.50066
OG0012198	-5.07289
OG0012199	-9.50066
OG0012200	-8.01706
OG0012201	-5.07289
OG0012202	-8.25109
OG0012203	-5.07289
OG0012204	-8.01706
OG0012205	-5.07289
OG0012206	-5.07289
OG0012207	-5.07289
OG0012208	-5.07289
OG0012209	-6.58086
OG0012210	-6.58086
OG0012211	-5.07289
OG0012212	-6.58086
OG0012213	-5.07289
OG0012214	-5.07289
OG0012215	-5.07289
OG0012216	-5.07289
OG0012217	-8.01706
OG0012218	-5.95662
OG0012219	-5.07289
OG0012220	-9.50066
OG0012221	-6.58086
OG0012222	-5.95662
OG0012223	-5.07289
OG0012224	-5.07289
OG0012225	-8.25109
OG0012226	-5.07289
OG0012227	-6.58086
OG0012228	-6.58086
OG0012229	-5.07289
OG0012230	-5.07289
OG0012231	-5.07289
OG0012232	-6.58086
OG0012233	-6.58086
OG0012234	-5.07289
OG0012235	-6.58086
OG0012236	-5.07289
OG0012237	-6.58086
OG0012238	-5.07289
OG0012239	-8.01706
OG0012240	-6.58086
OG0012241	-6.58086
OG0012242	-14.0979
OG0012243	-6.58086
OG0012244	-9.50066
OG0012245	-6.58086
OG0012246	-5.07289
OG0012247	-5.95662
OG0012248	-5.07289
OG0012249	-5.07289
OG0012250	-9.50066
OG0012251	-6.58086
OG0012252	-6.58086
OG0012253	-14.0979
OG0012254	-6.58086
OG0012255	-6.58086
OG0012256	-8.01706
OG0012257	-5.07289
OG0012258	-6.58086
OG0012259	-8.01706
OG0012260	-8.01706
OG0012261	-5.95662
OG0012262	-5.07289
OG0012263	-6.58086
OG0012264	-5.95662
OG0012265	-8.82424
OG0012266	-14.9866
OG0012267	-13.3931
OG0012268	-19.6314
OG0012269	-13.3931
OG0012270	-8.82424
OG0012271	-11.9952
OG0012272	-13.3931
OG0012273	-19.6314
OG0012274	-19.6314
OG0012275	-14.9866
OG0012276	-12.7162
OG0012277	-13.3931
OG0012278	-12.7162
OG0012279	-19.6314
OG0012280	-19.6314
OG0012281	-8.82424
OG0012282	-11.8238
OG0012283	-13.3931
OG0012284	-12.7162
OG0012285	-19.6314
OG0012286	-8.82424
OG0012287	-13.3931
OG0012288	-14.9866
OG0012289	-12.9155
OG0012290	-8.82424
OG0012291	-12.7162
OG0012292	-14.9866
OG0012293	-12.7162
OG0012294	-12.7162
OG0012295	-12.9155
OG0012296	-12.7162
OG0012297	-12.7162
OG0012298	-11.8238
OG0012299	-8.82424
OG0012300	-10.4096
OG0012301	-8.82424
OG0012302	-14.871
OG0012303	-14.871
OG0012304	-14.871
OG0012305	-14.871
OG0012306	-7.38422
OG0012307	-7.38422
OG0012308	-7.38422
OG0012309	-7.38422
OG0012310	-7.38422
OG0012311	-7.38422
OG0012312	-7.38422
OG0012313	-7.38422
OG0012314	-7.38422
OG0012315	-7.38422
OG0012316	-7.38422
OG0012317	-7.38422
OG0012318	-7.38422
OG0012319	-7.38422
OG0012320	-7.38422
OG0012321	-7.38422
OG0012322	-7.38422
OG0012323	-7.38422
OG0012324	-7.38422
OG0012325	-7.38422
OG0012326	-7.38422
OG0012327	-7.38422
OG0012328	-7.38422
OG0012329	-7.38422
OG0012330	-7.38422
OG0012331	-7.38422
OG0012332	-7.38422
OG0012333	-7.38422
OG0012334	-7.38422
OG0012335	-7.38422
OG0012336	-7.38422
OG0012337	-7.38422
OG0012338	-7.38422
OG0012339	-7.38422
OG0012340	-7.38422
OG0012341	-7.38422
OG0012342	-7.38422
OG0012343	-7.38422
OG0012344	-7.38422
OG0012345	-7.38422
OG0012346	-7.38422
OG0012347	-5.71726
OG0012348	-3.37154
OG0012349	-3.37154
OG0012350	-5.71726
OG0012351	-5.71726
OG0012352	-5.71726
OG0012353	-3.37154
OG0012354	-3.37154
OG0012355	-3.37154
OG0012356	-3.37154
OG0012357	-3.37154
OG0012358	-3.37154
OG0012359	-3.37154
OG0012360	-3.37154
OG0012361	-7.33347
OG0012362	-3.37154
OG0012363	-3.37154
OG0012364	-3.37154
OG0012365	-3.37154
OG0012366	-3.37154
OG0012367	-3.37154
OG0012368	-3.37154
OG0012369	-3.37154
OG0012370	-3.37154
OG0012371	-3.37154
OG0012372	-3.37154
OG0012373	-8.38119
OG0012374	-3.37154
OG0012375	-3.37154
OG0012376	-3.37154
OG0012377	-3.37154
OG0012378	-3.37154
OG0012379	-3.37154
OG0012380	-3.37154
OG0012381	-3.37154
OG0012382	-5.71726
OG0012383	-3.37154
OG0012384	-7.99406
OG0012385	-3.37154
OG0012386	-5.71726
OG0012387	-7.33347
OG0012388	-3.37154
OG0012389	-3.37154
OG0012390	-3.37154
OG0012391	-8.38119
OG0012392	-3.37154
OG0012393	-5.71726
OG0012394	-3.37154
OG0012395	-3.37154
OG0012396	-3.37154
OG0012397	-3.37154
OG0012398	-3.37154
OG0012399	-3.37154
OG0012400	-3.37154
OG0012401	-3.37154
OG0012402	-3.37154
OG0012403	-5.71726
OG0012404	-3.37154
OG0012405	-3.37154
OG0012406	-3.37154
OG0012407	-3.37154
OG0012408	-3.37154
OG0012409	-3.37154
OG0012410	-3.37154
OG0012411	-3.37154
OG0012412	-3.37154
OG0012413	-10.5542
OG0012414	-3.37154
OG0012415	-5.71726
OG0012416	-3.37154
OG0012417	-3.37154
OG0012418	-3.37154
OG0012419	-3.37154
OG0012420	-3.37154
OG0012421	-8.38119
OG0012422	-3.37154
OG0012423	-3.37154
OG0012424	-3.37154
OG0012425	-3.37154
OG0012426	-3.37154
OG0012427	-3.37154
OG0012428	-3.37154
OG0012429	-3.37154
OG0012430	-7.46527
OG0012431	-8.7039
OG0012432	-5.71726
OG0012433	-3.37154
OG0012434	-3.37154
OG0012435	-8.7039
OG0012436	-3.37154
OG0012437	-3.37154
OG0012438	-3.37154
OG0012439	-3.37154
OG0012440	-3.37154
OG0012441	-3.37154
OG0012442	-3.37154
OG0012443	-3.37154
OG0012444	-3.37154
OG0012445	-8.7039
OG0012446	-3.37154
OG0012447	-3.37154
OG0012448	-5.71726
OG0012449	-3.37154
OG0012450	-3.37154
OG0012451	-3.37154
OG0012452	-3.37154
OG0012453	-3.37154
OG0012454	-5.71726
OG0012455	-3.37154
OG0012456	-3.37154
OG0012457	-3.37154
OG0012458	-3.37154
OG0012459	-3.37154
OG0012460	-3.37154
OG0012461	-3.37154
OG0012462	-3.37154
OG0012463	-3.37154
OG0012464	-3.37154
OG0012465	-3.37154
OG0012466	-3.37154
OG0012467	-3.37154
OG0012468	-3.37154
OG0012469	-3.37154
OG0012470	-3.37154
OG0012471	-5.71726
OG0012472	-3.37154
OG0012473	-3.37154
OG0012474	-5.71726
OG0012475	-3.37154
OG0012476	-3.37154
OG0012477	-3.37154
OG0012478	-3.37154
OG0012479	-3.37154
OG0012480	-3.37154
OG0012481	-3.37154
OG0012482	-3.37154
OG0012483	-3.37154
OG0012484	-3.37154
OG0012485	-3.37154
OG0012486	-3.37154
OG0012487	-3.37154
OG0012488	-3.37154
OG0012489	-3.37154
OG0012490	-3.37154
OG0012491	-3.37154
OG0012492	-3.37154
OG0012493	-3.37154
OG0012494	-3.37154
OG0012495	-3.37154
OG0012496	-3.37154
OG0012497	-3.37154
OG0012498	-5.71726
OG0012499	-5.71726
OG0012500	-3.37154
OG0012501	-5.71726
OG0012502	-3.37154
OG0012503	-3.37154
OG0012504	-3.37154
OG0012505	-3.37154
OG0012506	-3.37154
OG0012507	-3.37154
OG0012508	-8.38119
OG0012509	-3.37154
OG0012510	-3.37154
OG0012511	-7.33347
OG0012512	-10.5542
OG0012513	-3.37154
OG0012514	-3.37154
OG0012515	-3.37154
OG0012516	-3.37154
OG0012517	-3.37154
OG0012518	-3.37154
OG0012519	-3.37154
OG0012520	-3.37154
OG0012521	-3.37154
OG0012522	-3.37154
OG0012523	-3.37154
OG0012524	-3.37154
OG0012525	-3.37154
OG0012526	-3.37154
OG0012527	-3.37154
OG0012528	-3.37154
OG0012529	-3.37154
OG0012530	-3.37154
OG0012531	-3.37154
OG0012532	-11.9153
OG0012533	-3.37154
OG0012534	-3.37154
OG0012535	-3.37154
OG0012536	-3.37154
OG0012537	-3.37154
OG0012538	-3.37154
OG0012539	-3.37154
OG0012540	-3.37154
OG0012541	-3.37154
OG0012542	-3.37154
OG0012543	-3.37154
OG0012544	-3.37154
OG0012545	-5.71726
OG0012546	-3.37154
OG0012547	-3.37154
OG0012548	-3.37154
OG0012549	-3.37154
OG0012550	-3.37154
OG0012551	-3.37154
OG0012552	-3.37154
OG0012553	-3.37154
OG0012554	-3.37154
OG0012555	-3.37154
OG0012556	-3.37154
OG0012557	-3.37154
OG0012558	-3.37154
OG0012559	-5.71726
OG0012560	-3.37154
OG0012561	-3.37154
OG0012562	-8.38119
OG0012563	-3.37154
OG0012564	-3.37154
OG0012565	-3.37154
OG0012566	-3.37154
OG0012567	-3.37154
OG0012568	-5.71726
OG0012569	-3.37154
OG0012570	-5.71726
OG0012571	-3.37154
OG0012572	-3.37154
OG0012573	-3.37154
OG0012574	-3.37154
OG0012575	-3.37154
OG0012576	-3.37154
OG0012577	-3.37154
OG0012578	-3.37154
OG0012579	-5.71726
OG0012580	-3.37154
OG0012581	-3.37154
OG0012582	-3.37154
OG0012583	-3.37154
OG0012584	-3.37154
OG0012585	-3.37154
OG0012586	-3.37154
OG0012587	-8.7039
OG0012588	-3.37154
OG0012589	-5.71726
OG0012590	-3.37154
OG0012591	-3.37154
OG0012592	-3.37154
OG0012593	-3.37154
OG0012594	-3.37154
OG0012595	-3.37154
OG0012596	-3.37154
OG0012597	-3.37154
OG0012598	-3.37154
OG0012599	-3.37154
OG0012600	-3.37154
OG0012601	-3.37154
OG0012602	-3.37154
OG0012603	-8.71725
OG0012604	-3.37154
OG0012605	-3.37154
OG0012606	-3.37154
OG0012607	-5.71726
OG0012608	-3.37154
OG0012609	-3.37154
OG0012610	-3.37154
OG0012611	-3.37154
OG0012612	-3.37154
OG0012613	-3.37154
OG0012614	-3.37154
OG0012615	-3.37154
OG0012616	-3.37154
OG0012617	-3.37154
OG0012618	-3.37154
OG0012619	-3.37154
OG0012620	-3.37154
OG0012621	-3.37154
OG0012622	-3.37154
OG0012623	-3.37154
OG0012624	-3.37154
OG0012625	-3.37154
OG0012626	-3.37154
OG0012627	-3.37154
OG0012628	-3.37154
OG0012629	-3.37154
OG0012630	-8.7039
OG0012631	-3.37154
OG0012632	-3.37154
OG0012633	-3.37154
OG0012634	-3.37154
OG0012635	-3.37154
OG0012636	-3.37154
OG0012637	-5.71726
OG0012638	-3.37154
OG0012639	-3.37154
OG0012640	-3.37154
OG0012641	-3.37154
OG0012642	-3.37154
OG0012643	-3.37154
OG0012644	-3.37154
OG0012645	-3.37154
OG0012646	-3.37154
OG0012647	-3.37154
OG0012648	-3.37154
OG0012649	-3.37154
OG0012650	-3.37154
OG0012651	-3.37154
OG0012652	-3.37154
OG0012653	-3.37154
OG0012654	-5.71726
OG0012655	-3.37154
OG0012656	-3.37154
OG0012657	-3.37154
OG0012658	-5.71726
OG0012659	-3.37154
OG0012660	-3.37154
OG0012661	-3.37154
OG0012662	-3.37154
OG0012663	-3.37154
OG0012664	-3.37154
OG0012665	-3.37154
OG0012666	-3.37154
OG0012667	-5.71726
OG0012668	-3.37154
OG0012669	-3.37154
OG0012670	-3.37154
OG0012671	-5.71726
OG0012672	-7.33347
OG0012673	-3.37154
OG0012674	-5.71726
OG0012675	-5.71726
OG0012676	-3.37154
OG0012677	-3.37154
OG0012678	-3.37154
OG0012679	-3.37154
OG0012680	-5.71726
OG0012681	-3.37154
OG0012682	-3.37154
OG0012683	-3.37154
OG0012684	-3.37154
OG0012685	-5.71726
OG0012686	-3.37154
OG0012687	-3.37154
OG0012688	-3.37154
OG0012689	-3.37154
OG0012690	-3.37154
OG0012691	-5.71726
OG0012692	-3.37154
OG0012693	-3.37154
OG0012694	-3.37154
OG0012695	-3.37154
OG0012696	-3.37154
OG0012697	-3.37154
OG0012698	-3.37154
OG0012699	-5.71726
OG0012700	-3.37154
OG0012701	-3.37154
OG0012702	-7.33347
OG0012703	-3.37154
OG0012704	-3.37154
OG0012705	-3.37154
OG0012706	-3.37154
OG0012707	-8.38119
OG0012708	-3.37154
OG0012709	-3.37154
OG0012710	-3.37154
OG0012711	-3.37154
OG0012712	-3.37154
OG0012713	-3.37154
OG0012714	-3.37154
OG0012715	-3.37154
OG0012716	-3.37154
OG0012717	-3.37154
OG0012718	-3.37154
OG0012719	-3.37154
OG0012720	-3.37154
OG0012721	-3.37154
OG0012722	-3.37154
OG0012723	-5.71726
OG0012724	-3.37154
OG0012725	-3.37154
OG0012726	-3.37154
OG0012727	-3.37154
OG0012728	-3.37154
OG0012729	-3.37154
OG0012730	-3.37154
OG0012731	-3.37154
OG0012732	-3.37154
OG0012733	-3.37154
OG0012734	-5.71726
OG0012735	-3.37154
OG0012736	-3.37154
OG0012737	-3.37154
OG0012738	-3.37154
OG0012739	-5.71726
OG0012740	-3.37154
OG0012741	-3.37154
OG0012742	-3.37154
OG0012743	-7.90366
OG0012744	-3.37154
OG0012745	-3.37154
OG0012746	-5.71726
OG0012747	-3.37154
OG0012748	-3.37154
OG0012749	-5.71726
OG0012750	-3.37154
OG0012751	-3.37154
OG0012752	-3.37154
OG0012753	-3.37154
OG0012754	-3.37154
OG0012755	-10.5542
OG0012756	-3.37154
OG0012757	-3.37154
OG0012758	-3.37154
OG0012759	-3.37154
OG0012760	-3.37154
OG0012761	-3.37154
OG0012762	-3.37154
OG0012763	-3.37154
OG0012764	-5.71726
OG0012765	-3.37154
OG0012766	-3.37154
OG0012767	-6.58573
OG0012768	-3.37154
OG0012769	-5.71726
OG0012770	-3.37154
OG0012771	-3.37154
OG0012772	-3.37154
OG0012773	-3.37154
OG0012774	-8.7039
OG0012775	-10.5542
OG0012776	-3.37154
OG0012777	-3.37154
OG0012778	-3.37154
OG0012779	-3.37154
OG0012780	-3.37154
OG0012781	-3.37154
OG0012782	-5.71726
OG0012783	-3.37154
OG0012784	-3.37154
OG0012785	-3.37154
OG0012786	-3.37154
OG0012787	-3.37154
OG0012788	-5.71726
OG0012789	-5.71726
OG0012790	-3.37154
OG0012791	-3.37154
OG0012792	-5.71726
OG0012793	-3.37154
OG0012794	-3.37154
OG0012795	-3.37154
OG0012796	-3.37154
OG0012797	-3.37154
OG0012798	-5.71726
OG0012799	-5.71726
OG0012800	-3.37154
OG0012801	-3.37154
OG0012802	-3.37154
OG0012803	-3.37154
OG0012804	-3.37154
OG0012805	-3.37154
OG0012806	-3.37154
OG0012807	-3.37154
OG0012808	-3.37154
OG0012809	-3.37154
OG0012810	-5.71726
OG0012811	-3.37154
OG0012812	-3.37154
OG0012813	-5.71726
OG0012814	-3.37154
OG0012815	-3.37154
OG0012816	-3.37154
OG0012817	-3.37154
OG0012818	-3.37154
OG0012819	-3.37154
OG0012820	-3.37154
OG0012821	-5.71726
OG0012822	-8.7039
OG0012823	-3.37154
OG0012824	-5.71726
OG0012825	-3.37154
OG0012826	-3.37154
OG0012827	-3.37154
OG0012828	-3.37154
OG0012829	-3.37154
OG0012830	-3.37154
OG0012831	-3.37154
OG0012832	-3.37154
OG0012833	-3.37154
OG0012834	-3.37154
OG0012835	-3.37154
OG0012836	-3.37154
OG0012837	-4.96602
OG0012838	-3.37154
OG0012839	-5.71726
OG0012840	-3.37154
OG0012841	-3.37154
OG0012842	-3.37154
OG0012843	-5.71726
OG0012844	-5.71726
OG0012845	-3.37154
OG0012846	-3.37154
OG0012847	-3.37154
OG0012848	-3.37154
OG0012849	-7.33347
OG0012850	-5.71726
OG0012851	-3.37154
OG0012852	-3.37154
OG0012853	-3.37154
OG0012854	-7.90366
OG0012855	-3.37154
OG0012856	-3.37154
OG0012857	-3.37154
OG0012858	-3.37154
OG0012859	-3.37154
OG0012860	-3.37154
OG0012861	-3.37154
OG0012862	-3.37154
OG0012863	-8.38119
OG0012864	-3.37154
OG0012865	-3.37154
OG0012866	-3.37154
OG0012867	-6.17029
OG0012868	-3.37154
OG0012869	-3.37154
OG0012870	-3.37154
OG0012871	-3.37154
OG0012872	-3.37154
OG0012873	-3.37154
OG0012874	-3.37154
OG0012875	-3.37154
OG0012876	-3.37154
OG0012877	-3.37154
OG0012878	-3.37154
OG0012879	-3.37154
OG0012880	-3.37154
OG0012881	-3.37154
OG0012882	-10.5542
OG0012883	-3.37154
OG0012884	-3.37154
OG0012885	-3.37154
OG0012886	-3.37154
OG0012887	-5.71726
OG0012888	-3.37154
OG0012889	-10.3155
OG0012890	-3.37154
OG0012891	-3.37154
OG0012892	-3.37154
OG0012893	-3.37154
OG0012894	-3.37154
OG0012895	-3.37154
OG0012896	-3.37154
OG0012897	-7.99406
OG0012898	-3.37154
OG0012899	-3.37154
OG0012900	-3.37154
OG0012901	-3.37154
OG0012902	-3.37154
OG0012903	-5.71726
OG0012904	-3.37154
OG0012905	-3.37154
OG0012906	-3.37154
OG0012907	-3.37154
OG0012908	-3.37154
OG0012909	-3.37154
OG0012910	-5.71726
OG0012911	-3.37154
OG0012912	-3.37154
OG0012913	-3.37154
OG0012914	-3.37154
OG0012915	-3.37154
OG0012916	-7.33347
OG0012917	-3.37154
OG0012918	-8.38119
OG0012919	-3.37154
OG0012920	-3.37154
OG0012921	-8.7039
OG0012922	-3.37154
OG0012923	-3.37154
OG0012924	-3.37154
OG0012925	-3.37154
OG0012926	-3.37154
OG0012927	-5.71726
OG0012928	-3.37154
OG0012929	-3.37154
OG0012930	-5.71726
OG0012931	-3.37154
OG0012932	-5.71726
OG0012933	-3.37154
OG0012934	-3.37154
OG0012935	-3.37154
OG0012936	-3.37154
OG0012937	-3.37154
OG0012938	-3.37154
OG0012939	-3.37154
OG0012940	-5.71726
OG0012941	-3.37154
OG0012942	-3.37154
OG0012943	-3.37154
OG0012944	-3.37154
OG0012945	-3.37154
OG0012946	-3.37154
OG0012947	-3.37154
OG0012948	-3.37154
OG0012949	-3.37154
OG0012950	-3.37154
OG0012951	-3.37154
OG0012952	-8.38119
OG0012953	-3.37154
OG0012954	-5.71726
OG0012955	-3.37154
OG0012956	-3.37154
OG0012957	-3.37154
OG0012958	-3.37154
OG0012959	-3.37154
OG0012960	-3.37154
OG0012961	-3.37154
OG0012962	-3.37154
OG0012963	-3.37154
OG0012964	-3.37154
OG0012965	-3.37154
OG0012966	-3.37154
OG0012967	-3.37154
OG0012968	-3.37154
OG0012969	-3.37154
OG0012970	-3.37154
OG0012971	-3.37154
OG0012972	-3.37154
OG0012973	-3.37154
OG0012974	-3.37154
OG0012975	-3.37154
OG0012976	-3.37154
OG0012977	-3.37154
OG0012978	-3.37154
OG0012979	-3.37154
OG0012980	-3.37154
OG0012981	-3.37154
OG0012982	-3.37154
OG0012983	-3.37154
OG0012984	-3.37154
OG0012985	-3.37154
OG0012986	-3.37154
OG0012987	-3.37154
OG0012988	-5.71726
OG0012989	-3.37154
OG0012990	-3.37154
OG0012991	-3.37154
OG0012992	-3.37154
OG0012993	-5.71726
OG0012994	-3.37154
OG0012995	-3.37154
OG0012996	-3.37154
OG0012997	-3.37154
OG0012998	-3.37154
OG0012999	-3.37154
OG0013000	-3.37154
OG0013001	-3.37154
OG0013002	-3.37154
OG0013003	-3.37154
OG0013004	-3.37154
OG0013005	-3.37154
OG0013006	-3.37154
OG0013007	-3.37154
OG0013008	-3.37154
OG0013009	-3.37154
OG0013010	-3.37154
OG0013011	-5.71726
OG0013012	-3.37154
OG0013013	-3.37154
OG0013014	-3.37154
OG0013015	-3.37154
OG0013016	-3.37154
OG0013017	-3.37154
OG0013018	-3.37154
OG0013019	-3.37154
OG0013020	-8.7039
OG0013021	-3.37154
OG0013022	-3.37154
OG0013023	-3.37154
OG0013024	-3.37154
OG0013025	-3.37154
OG0013026	-5.71726
OG0013027	-3.37154
OG0013028	-3.37154
OG0013029	-5.71726
OG0013030	-3.37154
OG0013031	-5.71726
OG0013032	-3.37154
OG0013033	-7.99406
OG0013034	-3.37154
OG0013035	-3.37154
OG0013036	-3.37154
OG0013037	-5.71726
OG0013038	-3.37154
OG0013039	-3.37154
OG0013040	-3.37154
OG0013041	-3.37154
OG0013042	-3.37154
OG0013043	-3.37154
OG0013044	-5.71726
OG0013045	-3.37154
OG0013046	-3.37154
OG0013047	-3.37154
OG0013048	-3.37154
OG0013049	-3.37154
OG0013050	-3.37154
OG0013051	-3.37154
OG0013052	-3.37154
OG0013053	-5.71726
OG0013054	-5.71726
OG0013055	-3.37154
OG0013056	-5.71726
OG0013057	-3.37154
OG0013058	-3.37154
OG0013059	-3.37154
OG0013060	-3.37154
OG0013061	-3.37154
OG0013062	-7.99406
OG0013063	-3.37154
OG0013064	-3.37154
OG0013065	-3.37154
OG0013066	-3.37154
OG0013067	-10.3155
OG0013068	-3.37154
OG0013069	-3.37154
OG0013070	-3.37154
OG0013071	-3.37154
OG0013072	-3.37154
OG0013073	-6.51491
OG0013074	-3.37154
OG0013075	-3.37154
OG0013076	-3.37154
OG0013077	-3.37154
OG0013078	-3.37154
OG0013079	-5.71726
OG0013080	-3.37154
OG0013081	-3.37154
OG0013082	-4.96602
OG0013083	-8.35183
OG0013084	-3.37154
OG0013085	-3.37154
OG0013086	-3.37154
OG0013087	-3.37154
OG0013088	-3.37154
OG0013089	-5.71726
OG0013090	-3.37154
OG0013091	-5.71726
OG0013092	-3.37154
OG0013093	-5.71726
OG0013094	-3.37154
OG0013095	-3.37154
OG0013096	-3.37154
OG0013097	-5.71726
OG0013098	-3.37154
OG0013099	-3.37154
OG0013100	-3.37154
OG0013101	-3.37154
OG0013102	-3.37154
OG0013103	-3.37154
OG0013104	-3.37154
OG0013105	-3.37154
OG0013106	-3.37154
OG0013107	-3.37154
OG0013108	-3.37154
OG0013109	-3.37154
OG0013110	-3.37154
OG0013111	-3.37154
OG0013112	-3.37154
OG0013113	-3.37154
OG0013114	-3.37154
OG0013115	-3.37154
OG0013116	-3.37154
OG0013117	-3.37154
OG0013118	-5.71726
OG0013119	-3.37154
OG0013120	-3.37154
OG0013121	-3.37154
OG0013122	-5.71726
OG0013123	-3.37154
OG0013124	-3.37154
OG0013125	-5.71726
OG0013126	-3.37154
OG0013127	-3.37154
OG0013128	-7.33347
OG0013129	-5.71726
OG0013130	-3.37154
OG0013131	-11.9153
OG0013132	-3.37154
OG0013133	-3.37154
OG0013134	-3.37154
OG0013135	-3.37154
OG0013136	-3.37154
OG0013137	-3.37154
OG0013138	-5.71726
OG0013139	-3.37154
OG0013140	-3.37154
OG0013141	-3.37154
OG0013142	-5.71726
OG0013143	-5.71726
OG0013144	-3.37154
OG0013145	-3.37154
OG0013146	-3.37154
OG0013147	-3.37154
OG0013148	-5.71726
OG0013149	-3.37154
OG0013150	-3.37154
OG0013151	-3.37154
OG0013152	-3.37154
OG0013153	-5.71726
OG0013154	-3.37154
OG0013155	-3.37154
OG0013156	-5.71726
OG0013157	-5.71726
OG0013158	-3.37154
OG0013159	-3.37154
OG0013160	-3.37154
OG0013161	-3.37154
OG0013162	-3.37154
OG0013163	-3.37154
OG0013164	-3.37154
OG0013165	-3.37154
OG0013166	-5.71726
OG0013167	-3.37154
OG0013168	-3.37154
OG0013169	-3.37154
OG0013170	-3.37154
OG0013171	-3.37154
OG0013172	-3.37154
OG0013173	-5.71726
OG0013174	-3.37154
OG0013175	-3.37154
OG0013176	-3.37154
OG0013177	-3.37154
OG0013178	-3.37154
OG0013179	-3.37154
OG0013180	-3.37154
OG0013181	-3.37154
OG0013182	-3.37154
OG0013183	-5.71726
OG0013184	-3.37154
OG0013185	-3.37154
OG0013186	-3.37154
OG0013187	-3.37154
OG0013188	-3.37154
OG0013189	-3.37154
OG0013190	-3.37154
OG0013191	-3.37154
OG0013192	-3.37154
OG0013193	-3.37154
OG0013194	-3.37154
OG0013195	-3.37154
OG0013196	-3.37154
OG0013197	-3.37154
OG0013198	-3.37154
OG0013199	-3.37154
OG0013200	-3.37154
OG0013201	-3.37154
OG0013202	-3.37154
OG0013203	-3.37154
OG0013204	-3.37154
OG0013205	-3.37154
OG0013206	-3.37154
OG0013207	-3.37154
OG0013208	-3.37154
OG0013209	-3.37154
OG0013210	-6.51491
OG0013211	-3.37154
OG0013212	-3.37154
OG0013213	-3.37154
OG0013214	-3.37154
OG0013215	-3.37154
OG0013216	-3.37154
OG0013217	-3.37154
OG0013218	-3.37154
OG0013219	-5.71726
OG0013220	-3.37154
OG0013221	-5.71726
OG0013222	-3.37154
OG0013223	-3.37154
OG0013224	-3.37154
OG0013225	-3.37154
OG0013226	-3.37154
OG0013227	-3.37154
OG0013228	-3.37154
OG0013229	-3.37154
OG0013230	-3.37154
OG0013231	-3.37154
OG0013232	-3.37154
OG0013233	-3.37154
OG0013234	-5.71726
OG0013235	-3.37154
OG0013236	-3.37154
OG0013237	-3.37154
OG0013238	-3.37154
OG0013239	-3.37154
OG0013240	-3.37154
OG0013241	-5.71726
OG0013242	-3.37154
OG0013243	-3.37154
OG0013244	-3.37154
OG0013245	-3.37154
OG0013246	-3.37154
OG0013247	-5.71726
OG0013248	-3.37154
OG0013249	-3.37154
OG0013250	-3.37154
OG0013251	-5.71726
OG0013252	-3.37154
OG0013253	-3.37154
OG0013254	-3.37154
OG0013255	-3.37154
OG0013256	-3.37154
OG0013257	-5.71726
OG0013258	-3.37154
OG0013259	-3.37154
OG0013260	-8.38119
OG0013261	-3.37154
OG0013262	-8.7039
OG0013263	-3.37154
OG0013264	-3.37154
OG0013265	-3.37154
OG0013266	-3.37154
OG0013267	-3.37154
OG0013268	-3.37154
OG0013269	-3.37154
OG0013270	-3.37154
OG0013271	-3.37154
OG0013272	-5.71726
OG0013273	-3.37154
OG0013274	-3.37154
OG0013275	-3.37154
OG0013276	-3.37154
OG0013277	-3.37154
OG0013278	-3.37154
OG0013279	-3.37154
OG0013280	-3.37154
OG0013281	-5.71726
OG0013282	-3.37154
OG0013283	-3.37154
