family_id	species	n_assemblies	max_copy	min_copy	median_copy	mean_copy	sd_copy	var_copy	cv	dispersion
OG0000199	AT	133	16	13	15	14.7443609022556	0.623457312314137	0.388699020277967	0.0422844582038655	0.0263625546644414
OG0000200	AL	21	20	9	18	17.1904761904762	2.60036627456687	6.76190476190476	0.151267844226881	0.393351800554017
OG0000200	AT	133	1	1	1	1	0	0	0	0
OG0000202	AL	21	3	1	3	2.76190476190476	0.624880941040924	0.390476190476191	0.226249995894128	0.141379310344828
OG0000202	AT	133	5	5	5	5	0	0	0	0
OG0000205	AL	21	0	0	0	0	0	0	NA	NA
OG0000205	AT	133	2	0	1	1.03759398496241	0.483140218018098	0.233424470266575	0.465635137655123	0.224967061923583
OG0000206	AL	21	8	5	6	5.95238095238095	0.669043382464133	0.447619047619048	0.112399288253974	0.0752
OG0000206	AT	133	11	9	10	10.0977443609023	0.47457575398958	0.225222146274778	0.0469981945499733	0.0223042036147025
OG0000207	AL	21	19	8	10	11.2857142857143	2.75939952059967	7.61428571428571	0.244503754989845	0.674683544303797
OG0000207	AT	133	3	3	3	3	0	0	0	0
OG0000210	AL	21	3	2	3	2.76190476190476	0.436435780471985	0.19047619047619	0.158019851550201	0.0689655172413793
OG0000210	AT	133	7	6	7	6.97744360902256	0.149045722775883	0.0222146274777853	0.0213610788030091	0.00318377742946708
OG0000213	AL	21	8	6	8	7.38095238095238	0.740012869900955	0.547619047619048	0.100259808180129	0.0741935483870968
OG0000213	AT	133	7	7	7	7	0	0	0	0
OG0000217	AL	21	13	9	11	10.7142857142857	1.27054543967767	1.61428571428571	0.118584241036582	0.150666666666667
OG0000217	AT	133	4	3	4	3.96992481203007	0.171439963166726	0.0293916609706084	0.0431846876916185	0.00740358126721764
OG0000220	AL	21	12	10	11	10.7142857142857	0.643650304346789	0.414285714285714	0.0600740284057003	0.0386666666666667
OG0000220	AT	133	9	8	9	8.96992481203008	0.171439963166726	0.0293916609706084	0.0191127536472544	0.00327668978130001
OG0000224	AL	21	3	0	3	2.14285714285714	1.06234242529018	1.12857142857143	0.495759798468752	0.526666666666667
OG0000224	AT	133	1	0	1	0.548872180451128	0.499487091675563	0.249487354750513	0.910024427299314	0.454545454545455
OG0000228	AL	21	3	1	2	2.33333333333333	0.730296743340222	0.533333333333333	0.312984318574381	0.228571428571429
OG0000228	AT	133	4	2	3	3.06766917293233	0.510428945012064	0.260537707906129	0.166389827663246	0.08493018419489
OG0000242	AL	21	13	8	11	10.5714285714286	1.32557265253281	1.75714285714286	0.125392007672022	0.166216216216216
OG0000242	AT	133	2	1	2	1.97744360902256	0.149045722775883	0.0222146274777854	0.0753729320501614	0.0112340131351538
OG0000248	AL	21	0	0	0	0	0	0	NA	NA
OG0000248	AT	133	1	1	1	1	0	0	0	0
OG0000253	AL	21	9	6	8	7.95238095238095	0.804747816162956	0.647619047619047	0.101195833170192	0.081437125748503
OG0000253	AT	133	2	2	2	2	0	0	0	0
OG0000255	AL	21	95	3	45	49.9047619047619	27.6077973802778	762.190476190476	0.553209680329995	15.2729007633588
OG0000255	AT	133	1	0	1	0.661654135338346	0.474935690145977	0.225563909774435	0.717800531697897	0.34090909090909
OG0000258	AL	21	15	10	14	12.952380952381	1.5644868320376	2.44761904761905	0.120787586297021	0.188970588235294
OG0000258	AT	133	2	2	2	2	0	0	0	0
OG0000261	AL	21	6	5	5	5.47619047619048	0.511766315719159	0.261904761904762	0.0934529793921942	0.0478260869565217
